AC	ID	DE	AU	SE	SS	GA	TC	NC	TP	BM	CB	SM	DR	RN	RM	RT	RA	RL	WK	SQ	CC	PI	CL	**
RF04088	MIR812	MIR812 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	80.00	80.00	79.90	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 0 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000345;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	22	This family represents the microRNA (miRNA) precursor MIR812 imported from;miRBase.			
RF02971	emrB-Lactobacillus	emrB-Lactobacillus RNA	Weinberg Z; 0000-0002-6681-3624	Weinberg Z	Published; PMID:28977401;	60.80	60.80	37.20	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 31.20 -Z 742849.287494 --mxsize;128 CM SEQDB	SO; 0001263; ncRNA_gene;	[1]	28977401	Detection of 224 candidate structured RNAs by comparative analysis of;specific subsets of intergenic regions.	Weinberg Z, Lunse CE, Corbino KA, Ames TD, Nelson JW, Roth A, Perkins KR,;Sherlock ME, Breaker RR	Nucleic Acids Res. 2017;45:10811-10823.	EmrB-Lactobacillus_RNA_motif	39	Lactobacillus (Firmicutes). Downstream gene			
RF02529	SSRC8_1	Streptococcus sRNA SSRC8	Eberhardt R; 0000-0001-6152-1369	Predicted; CMfinder	Predicted; CMfinder	80.00	89.00	43.10	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;	[1]	23762235	Novel Regulatory Small RNAs in Streptococcus pyogenes.	Tesorero RA, Yu N, Wright JO, Svencionis JP, Cheng Q, Kim JH, Cho KH	PLoS One. 2013;8:e64021.	Bacterial_small_RNA	3	It is based on computationally predicted coordinates (RNAz).	SSRC8;		
RF00870	mir-423	microRNA mir-423	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	71.00	71.70	49.80	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000329;;SO; 0001244; pre_miRNA;;GO; 0016442; RISC complex;;GO; 0035195; gene silencing by miRNA;	[1];[2];[3];[4]	17105755;19170227;19633723;30423142	Discovery and profiling of bovine microRNAs from immune-related and;embryonic tissues.;Identification and expression profiling of microRNAs during bovine oocyte;maturation using heterologous approach.;Repertoire of bovine miRNA and miRNA-like small regulatory RNAs expressed;upon viral infection.;miRBase: from microRNA sequences to function.	Coutinho LL, Matukumalli LK, Sonstegard TS, Van Tassell CP, Gasbarre LC,;Capuco AV, Smith TP;Tesfaye D, Worku D, Rings F, Phatsara C, Tholen E, Schellander K, Hoelker;M;Glazov EA, Kongsuwan K, Assavalapsakul W, Horwood PF, Mitter N, Mahony TJ;Kozomara A, Birgaoanu M, Griffiths-Jones S	Physiol Genomics. 2007;29:35-43.;Mol Reprod Dev. 2009;76:665-677.;PLoS One. 2009;4:e6349.;Nucleic Acids Res. 2019;47:D155.	Mir-423_microRNA_precursor_family	15	Imported from miRBase.			
RF03295	mir-7594	mir-7594 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	80.00	88.20	39.20	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 0 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001674;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-7594 imported;from miRBase.			
RF02347	ar45	Alphaproteobacterial sRNA ar45	Eberhardt R; 0000-0001-6152-1369	Published; PMID:22418845	Predicted; PMID:22418845	40.00	44.70	34.80	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;	[1]	22418845	A survey of sRNA families in alpha-proteobacteria.	del Val C, Romero-Zaliz R, Torres-Quesada O, Peregrina A, Toro N,;Jimenez-Zurdo JI	RNA Biol. 2012;9:119-129.	%CE%91r45_RNA	36				
RF00410	SNORA2	Small nucleolar RNA SNORA2/SNORA34 family	Moxon SJ; 0000-0003-4644-1816;Daub J; 0000-0001-6022-563X	Moxon SJ	Predicted; PFOLD; Moxon SJ	70.00	70.00	69.90	Gene; snRNA; snoRNA; HACA-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	snoRNABase; ACA2a;;snoRNABase; ACA2b;;snoRNABase; ACA34;;SO; 0000594; H_ACA_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;;snoopy; Mus_musculus300623;;snoopy; Homo_sapiens300764;	[1];[2]	15199136;16381836	Human box H/ACA pseudouridylation guide RNA machinery.;snoRNA-LBME-db, a comprehensive database of human H/ACA and C/D box;snoRNAs.	Kiss AM, Jady BE, Bertrand E, Kiss T;Lestrade L, Weber MJ	Mol Cell Biol 2004;24:5797-5807.;Nucleic Acids Res. 2006;34:D158-D162.	Small_nucleolar_RNA_SNORA2	18	The members of this family belong to the H/ACA class of snoRNAs which are;predicted to guide the sites of modification of uridines to pseudouridines;[1]. This family includes human snoRNAs ACA2a (SNORA2A), ACA2b (SNORA2B);and ACA34 (SNORA34). ACA2a and ACA2a are predicted to guide;pseudouridylation of U4263 and U4282 in 28S rRNA and ACA34 is predicted to;guide the pseudouridylation of residue U4269 and U4282 of 28S rRNA [2]. In;humans all three of these snoRNAs share the same host gene [2].	snoACA2	CL00021	
RF00622	CPEB3_ribozyme	Mammalian CPEB3 ribozyme	Daub J; 0000-0001-6022-563X	Published; PMID:16990549; INFERNAL	Published; PMID:16990549	60.00	60.30	59.80	Gene; ribozyme;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0000374; ribozyme;	[1];[2]	16990549;15565159	A genomewide search for ribozymes reveals an HDV-like sequence in the;human CPEB3 gene.;Autocatalytic RNA cleavage in the human beta-globin pre-mRNA promotes;transcription termination.	Salehi-Ashtiani K, Luptak A, Litovchick A, Szostak JW;Teixeira A, Tahiri-Alaoui A, West S, Thomas B, Ramadass A, Martianov I,;Dye M, James W, Proudfoot NJ, Akoulitchev A	Science. 2006;313:1788-1792.;Nature. 2004;432:526-530.	Mammalian_CPEB3_ribozyme	12	The mammalian CPEB3 ribozyme is a self cleaving RNA located in the second;intron of the CPEB3 gene which belongs to a family of genes regulating;messenger RNA polyadenylation [1]. This ribozyme is highly conserved and;found only in mammals [1]. The CPEB3 ribozyme is structurally and;biochemically related to the human hepatitis delta virus (HDV) ribozyme;(Rfam:RF00094) and the HDV ribozyme is proposed to have arisen from the;human transcriptome [1]. There is currently only one other known self;cleaving ribozyme in mammals, the CoTC motif (Rfam:RF00621)[2].			
RF04282	mir-507	mir-507 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	79.00	79.00	78.50	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000130;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	25	This family represents the microRNA (miRNA) precursor mir-507 imported;from miRBase.		CL00136	
RF02949	Cupriavidus-1	Cupriavidus-1 RNA	Weinberg Z; 0000-0002-6681-3624	Weinberg Z	Published; PMID:28977401;	45.50	45.50	40.40	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 32.11 -Z 742849.287494 --mxsize;128 CM SEQDB	SO; 0001263; ncRNA_gene;	[1]	28977401	Detection of 224 candidate structured RNAs by comparative analysis of;specific subsets of intergenic regions.	Weinberg Z, Lunse CE, Corbino KA, Ames TD, Nelson JW, Roth A, Perkins KR,;Sherlock ME, Breaker RR	Nucleic Acids Res. 2017;45:10811-10823.	Cupriavidus-1_RNA_motif	5	Betaproteobacteria. Lineage (Betaproteobacteria)			
RF02175	SMAD5-AS1_3	SMAD5 antisense RNA 1 conserved region 3	Eberhardt R; 0000-0001-6152-1369	Predicted; ClustalW; Eberhardt R	Predicted; RNAalifold;	60.00	69.00	43.90	Gene; lncRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 22.42 -Z 549862.597050 CM SEQDB	SO; 0001463; lincRNA;	[1]	10049768	An antisense transcript to SMAD5 expressed in fetal and tumor tissues.	Zavadil J, Svoboda P, Liang H, Kottickal LV, Nagarajan L	Biochem Biophys Res Commun. 1999;255:668-672.	SMAD5-AS1	18				
RF00246	mir-135	mir-135 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X;Daub J; 0000-0001-6022-563X	Griffiths-Jones SR, INFERNAL	Predicted; PFOLD	59.20	60.20	57.70	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIR; MI0000161;;MIR; MI0000452;;MIR; MI0000453;;MIR; MI0000645;;MIR; MI0000646;;MIR; MI0000715;;MIPF; MIPF0000028;;SO; 0001244; pre_miRNA;;GO; 0035195; gene silencing by miRNA;;GO; 0016442; RISC complex;	[1];[2];[3]	12007417;14691248;30423142	Identification of tissue-specific microRNAs from mouse.;Identification of many microRNAs that copurify with polyribosomes in;mammalian neurons.;miRBase: from microRNA sequences to function.	Lagos-Quintana M, Rauhut R, Yalcin A, Meyer J, Lendeckel W, Tuschl T;Kim J, Krichevsky A, Grad Y, Hayes GD, Kosik KS, Church GM, Ruvkun G;Kozomara A, Birgaoanu M, Griffiths-Jones S	Curr Biol 2002;12:735-739.;Proc Natl Acad Sci U S A 2004;101:360-365.;Nucleic Acids Res. 2019;47:D155.	mir-135_microRNA_precursor_family	32	miR-135 has been shown to be expressed in human (MIR:MI0000452,;MIR:MI0000453), mouse (MIR:MI0000161, MIR:MI0000646, MIR:MI0000715) and;rat (MIR:MI0000645) [1,2]. miR-135 has now been predicted or;experimentally confirmed in a wide range of vertebrate species;(MIPF:MIPF0000028). The hairpin precursors (represented here) are;predicted based on base pairing and cross-species conservation -- their;extents are not known. In this case the mature sequence is excised from;the 5' arm of the hairpin.			
RF01394	isrK	isrK Hfq binding RNA	Daub J; 0000-0001-6022-563X;Gardner PP; 0000-0002-7808-1213	Predicted; CMfinder; Infernal	Predicted; CMfinder	50.00	50.00	49.80	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 20.00 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;	[1];[2]	18725932;18267966	Deep sequencing analysis of small noncoding RNA and mRNA targets of the;global post-transcriptional regulator, Hfq.;Small RNAs encoded within genetic islands of Salmonella typhimurium show;host-induced expression and role in virulence.	Sittka A, Lucchini S, Papenfort K, Sharma CM, Rolle K, Binnewies TT,;Hinton JC, Vogel J;Padalon-Brauch G, Hershberg R, Elgrably-Weiss M, Baruch K, Rosenshine I,;Margalit H, Altuvia S	PLoS Genet. 2008;4:e1000163.;Nucleic Acids Res. 2008;36:1913-1927.	Hfq_binding_sRNA	52				seedtax: Bacteria; Viruses
RF02511	PYLIS_4	Pyrrolysine insertion sequence TetR	Eberhardt R; 0000-0001-6152-1369	Predicted; WAR	Predicted; WAR	50.00	56.10	38.90	Cis-reg;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 1001268; recoding_stimulatory_region;;GO; 0030631; pyrrolysine incorporation;	[1]	23557142	Effects of using coding potential, sequence conservation and mRNA;structure conservation for predicting pyrroly-sine containing genes.	Theil Have C, Zambach S, Christiansen H	BMC Bioinformatics. 2013;14:118.	PYLIS_downstream_sequence	2				
RF02723	sno_ZL1	Small nucleolar RNA ZL1	Argasinska J; 0000-0003-2678-2824	Argasinska J	Predicted; RNAfold	64.00	64.30	63.90	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 0 --verbose --nohmmonly -T 30.00 -Z 742849.287494 CM SEQDB	SO; 0000275; small nucleolar RNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	23706177	Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA;core proteins and small RNA sequencing.	Kishore S, Gruber AR, Jedlinski DJ, Syed AP, Jorjani H, Zavolan M	Genome Biol. 2013;14:R45.	Small_nucleolar_RNA	5	Host gene TRRAP. Predicted target U2@U47. Only GU-rich region is;homologous to other known snoRNAs. Conserved in vertebrates.			
RF00074	mir-29	mir-29 microRNA precursor	Griffiths-Jones SR; 0000-0001-6043-807X;Daub J; 0000-0001-6022-563X	INFERNAL	Predicted; PFOLD	46.70	46.70	46.60	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000009;;SO; 0001244; pre_miRNA;;GO; 0035195; gene silencing by miRNA;;GO; 0016442; RISC complex;	[1];[2]	11779458;30423142	microRNAs: tiny regulators with great potential.;miRBase: from microRNA sequences to function.	Ambros V;Kozomara A, Birgaoanu M, Griffiths-Jones S	Cell 2001;107:823-826.;Nucleic Acids Res. 2019;47:D155.	mir-29_microRNA_precursor	10	This family represents the microRNA (miRNA) precursors mir-29. This miRNA;has been predicted or confirmed in a wide range of species;(MIPF:MIPF0000009). Animal miRNAs are transcribed as ~70nt precursors and;subsequently processed by the Dicer enzyme to give a ~22nt product. In;this case the mature sequence comes from the 3' arm of the precursor. The;extents of the hairpin precursors are not generally known and are;estimated based on hairpin prediction. The products are thought to have;regulatory roles through complementarity to mRNA.			
RF00848	mir-61	microRNA mir-61	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	77.00	77.70	60.20	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 0 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000297;;SO; 0001244; pre_miRNA;;GO; 0016442; RISC complex;;GO; 0035195; gene silencing by miRNA;	[1];[2];[3]	11679671;12747828;19460142	An abundant class of tiny RNAs with probable regulatory roles in;Caenorhabditis elegans.;MicroRNAs and other tiny endogenous RNAs in C. elegans.;Dynamic expression of small non-coding RNAs, including novel microRNAs and;piRNAs/21U-RNAs, during Caenorhabditis elegans development.	Lau NC, Lim LP, Weinstein EG, Bartel DP;Ambros V, Lee RC, Lavanway A, Williams PT, Jewell D;Kato M, de Lencastre A, Pincus Z, Slack FJ	Science. 2001;294:858-862.;Curr Biol. 2003;13:807-818.;Genome Biol. 2009;10:R54.	Mir-61_microRNA_precursor_family	4				
RF01360	CRISPR-DR47	CRISPR RNA direct repeat element	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Predicted; WAR; Wilkinson A	39.00	40.10	36.00	Gene; CRISPR;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 22 -Z 549862.597050 CM SEQDB	URL; http://crispr.u-psud.fr/crispr/CRISPRHomePage.php;;SO; 0001459; CRISPR;;GO; 0006952; defense response;	[1]	17521438	The CRISPRdb database and tools to display CRISPRs and to generate;dictionaries of spacers and repeats.	Grissa I, Vergnaud G, Pourcel C	BMC Bioinformatics. 2007;8:172.	CRISPR	2				
RF03437	mir-2392	mir-2392 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	90.00	90.30	42.30	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001614;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-2392 imported;from miRBase.			
RF03605	MIR4221	MIR4221 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	100.00	129.80	72.10	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001128;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor MIR4221 imported;from miRBase.			
RF00080	yybP-ykoY	yybP-ykoY manganese riboswitch	Moxon SJ; 0000-0003-4644-1816	Barrick JE, Breaker RR	Predicted; Barrick JE, Breaker RR	45.00	45.00	44.90	Cis-reg; riboswitch;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.53 -Z 549862.597050 --mxsize;128 CM SEQDB	SO; 0000233; mature_transcript;;GO; 0030145; manganese ion binding;	[1];[2];[3];[4]	11448770;15096624;25794618;25794619	Novel small RNA-encoding genes in the intergenic regions of Escherichia;coli.;New RNA motifs suggest an expanded scope for riboswitches in bacterial;genetic control.;The ubiquitous yybP-ykoY riboswitch is a manganese-responsive regulatory;element.;Mn(2+)-sensing mechanisms of yybP-ykoY orphan riboswitches.	Argaman L, Hershberg R, Vogel J, Bejerano G, Wagner EG, Margalit H,;Altuvia S;Barrick JE, Corbino KA, Winkler WC, Nahvi A, Mandal M, Collins J, Lee M,;Roth A, Sudarsan N, Jona I, Wickiser JK, Breaker RR;Dambach M, Sandoval M, Updegrove TB, Anantharaman V, Aravind L, Waters LS,;Storz G;Price IR, Gaballa A, Ding F, Helmann JD, Ke A	Curr Biol 2001;11:941-950.;Proc Natl Acad Sci U S A 2004;101:6421-6426.;Mol Cell. 2015;57:1099-1109.;Mol Cell. 2015;57:1110-1123.	yybP-ykoY_leader	29	This RNA was originally discovered in E. coli during a large scale screen;and was named SraF [1]. The family was later found to exist upstream of;related families of protein genes in many bacteria, including the the yybP;and ykoK genes in B. subtilis. The specific functions of these proteins;are unknown, but this structured RNA element may be involved in their;genetic regulation as a riboswitch [2].	SraF		
RF01152	sR1	Small nucleolar RNA sR1	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Predicted; WAR; Wilkinson A	45.00	46.70	43.10	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 19 -Z 549862.597050 CM SEQDB	URL; http://lowelab.ucsc.edu/snoRNAdb/;;SO; 0001263; ncRNA_gene;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	10775111	Homologs of small nucleolar RNAs in Archaea.	Omer AD, Lowe TM, Russell AG, Ebhardt H, Eddy SR, Dennis PP	Science. 2000;288:517-522.	Small_nucleolar_RNA	12				
RF03261	mir-1759	mir-1759 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	58.00	58.30	52.90	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001565;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-1759 imported;from miRBase.			
RF01536	TB10Cs5H3	Trypanosomatid snoRNA TB10Cs5H3	Doniger T; 0000-0001-6708-8404;Michaeli S;Unger R;Osuch I	Predicted; WAR;	Predicted; WAR;	45.00	46.00	40.70	Gene; snRNA; snoRNA; HACA-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 23 -Z 549862.597050 CM SEQDB	SO; 0000594; H_ACA_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	18986541	Psiscan: a computational approach to identify H/ACA-like and AGA-like;non-coding RNA in trypanosomatid genomes.	Myslyuk I, Doniger T, Horesh Y, Hury A, Hoffer R, Ziporen Y, Michaeli S,;Unger R	BMC Bioinformatics. 2008;9:471.	Trypanosome_H/ACA_box_snoRNAs	7				
RF04044	mir-7939	mir-7939 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	75.00	75.80	42.80	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001646;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	10	This family represents the microRNA (miRNA) precursor mir-7939 imported;from miRBase.			
RF01704	Glutamine-II	Glutamine-II riboswitch (downstream peptide RNA)	Weinberg Z; 0000-0002-6681-3624;Ontiveros-Palacios N; 0000-0001-8457-4455	Published; PMID:20230605;	Published; PMID:20230605;	33.00	33.10	32.40	Cis-reg; riboswitch;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 742849.287494 CM SEQDB	GO; 0070406; glutamine binding;;SO; 0000035; riboswitch;	[1];[2]	20230605;31216023	Comparative genomics reveals 104 candidate structured RNAs from bacteria,;archaea and their metagenomes.;Structure and ligand binding of the glutamine-II riboswitch.	Weinberg Z, Wang JX, Bogue J, Yang J, Corbino K, Moy RH, Breaker RR;Huang L, Wang J, Watkins AM, Das R, Lilley DMJ	Genome Biol. 2010;11:R31.;Nucleic Acids Res. 2019;47:7666-7675.	Downstream-peptide_motif	628	Glutamine-II riboswich also known as downstream-peptide was first reported;in a metagenomic analysis of conserved ncRNAs [1] The structure of;Glutamine-II riboswitch has been reported in PDB:6QN3 [2] The structure;comprises three coaxial helical domains, the central one of which is a;pseudoknot (PK). The major groove of the PK provides the binding site for;L-glutamine	Downstream-peptide;		seedtax: Bacteria; Viruses; unclassified sequences
